"Gene.name"	"Mouse.gene.name"
"SHISA5"	"Shisa5"
"HDAC5"	"Hdac5"
"ALKBH7"	"Alkbh7"
"GYG1"	"Gyg"
"DPEP1"	"Dpep1"
"GCLM"	"Gclm"
"WHAMM"	"Whamm"
"VDAC1"	"Vdac1"
"NDUFS1"	"Ndufs1"
"CYB5R4"	"Cyb5r4"
"GTF2F1"	"Gtf2f1"
"CCDC84"	"Ccdc84"
"TIAM1"	"Tiam1"
"EIF2A"	"Eif2a"
"MLLT6"	"Mllt6"
"PITHD1"	"Pithd1"
"TM6SF1"	"Tm6sf1"
"CEP162"	"Cep162"
"RACGAP1"	"Racgap1"
"C15orf40"	"3110040N11Rik"
"CRTC3"	"Crtc3"
"PCOLCE2"	"Pcolce2"
"ACAA1"	"Acaa1a"
"F11R"	"F11r"
"KLHDC4"	"Klhdc4"
"RRM2B"	"Rrm2b"
"PBX1"	"Pbx1"
"TNNT1"	"Tnnt1"
"C1orf162"	"I830077J02Rik"
"ZNF608"	"Zfp608"
"ST3GAL4"	"St3gal4"
"NCKAP1"	"Nckap1"
"CHMP1A"	"Chmp1a"
"CISD3"	"Cisd3"
"KHSRP"	"Khsrp"
"AP3D1"	"Ap3d1"
"GRAMD2B"	"Gramd3"
"IREB2"	"Ireb2"
"SOWAHC"	"Sowahc"
"ARHGEF12"	"Arhgef12"
"DOT1L"	"Dot1l"
"CDT1"	"Cdt1"
"U2SURP"	"U2surp"
"NELFCD"	"Nelfcd"
"JUP"	"Jup"
"MTHFS"	"Mthfsl"
"MTHFS"	"Mthfs"
"CS"	"Cs"
"ST20-MTHFS"	"Mthfsl"
"ST20-MTHFS"	"Mthfs"
"PRSS23"	"Prss23"
"ETS2"	"Ets2"
"MBD3"	"Mbd3"
"DLST"	"Dlst"
"KMT5C"	"Kmt5c"
"COX6B2"	"Cox6b2"
"WDR12"	"Wdr12"
"SEMA4A"	"Sema4a"
"CDC42SE2"	"Cdc42se2"
"ERAP1"	"Erap1"
"CNPPD1"	"Cnppd1"
"TMEM238"	"Tmem238"
"SLC7A5"	"Slc7a5"
"BCL2A1"	"Bcl2a1d"
"BCL2A1"	"Bcl2a1a"
"GLTP"	"Gltp"
"FBXW7"	"Fbxw7"
"CCL8"	"Ccl8"
"CR2"	"Cr2"
"NUAK2"	"Nuak2"
"SLC11A1"	"Slc11a1"
"RPL10A"	"Rpl10a"
"RAMP2"	"Ramp2"
"EIF2B2"	"Eif2b2"
"NT5E"	"Nt5e"
"DPP4"	"Dpp4"
"NF1"	"Nf1"
"ZFAND2B"	"Zfand2b"
"PIGK"	"Pigk"
"BLM"	"Blm"
"OXCT1"	"Oxct1"
"PRTN3"	"Prtn3"
"BAG6"	"Bag6"
"COL4A2"	"Col4a2"
"COL4A1"	"Col4a1"
"RGS18"	"Rgs18"
"C5orf51"	"AW549877"
"PSME3"	"Psme3"
"CR1"	"Cr1l"
"ELANE"	"Elane"
"PMVK"	"Pmvk"
"AAGAB"	"Aagab"
"PXDC1"	"Pxdc1"
"MRPL46"	"Mrpl46"
"OLFML3"	"Olfml3"
"BANP"	"Banp"
"GNA11"	"Gna11"
"LAMC1"	"Lamc1"
"ALAS2"	"Alas2"
"PAM"	"Pam"
"CD19"	"Cd19"
"MORF4L2"	"Morf4l2"
"SASH3"	"Sash3"
"IBTK"	"Ibtk"
"FNIP1"	"Fnip1"
"SLC25A46"	"Slc25a46"
"SMIM11B"	"Smim11"
"NFE2"	"Nfe2"
"CBFA2T3"	"Cbfa2t3"
"FLT1"	"Flt1"
"EEF2"	"Eef2"
"SELENOP"	"Selenop"
"NEK9"	"Nek9"
"ACYP1"	"Acyp1"
"TNFRSF13B"	"Tnfrsf13b"
"FMNL2"	"Fmnl2"
"IKZF2"	"Ikzf2"
"KNL1"	"Knl1"
"SHC1"	"Shc1"
"GNA15"	"Gna15"
"C1orf53"	"2310009B15Rik"
"PSMG1"	"Psmg1"
"GOLGA2"	"Golga2"
"ZNF830"	"Zfp830"
"ZNF451"	"Zfp451"
"PLA2G7"	"Pla2g7"
"PYGO2"	"Pygo2"
"FAM104B"	"Fam104a"
"TPBG"	"Tpbg"
"IFIH1"	"Ifih1"
"ELK4"	"Elk4"
"EXOC6"	"Exoc6"
"WDR36"	"Wdr36"
"RAB20"	"Rab20"
"NAXD"	"Naxd"
"NEK7"	"Nek7"
"TMEM97"	"Tmem97"
"AP000646.1"	"Tbcel"
"TBCEL"	"Tbcel"
"AL162231.3"	"Il11ra1"
"IL11RA"	"Il11ra1"
"RPE"	"Rpe"
"MAGED1"	"Maged1"
"AP3S1"	"Ap3s1"
"CHMP2A"	"Chmp2a"
"NCLN"	"Ncln"
"HMGB3"	"Hmgb3"
"SERPINE1"	"Serpine1"
"NUCKS1"	"Nucks1"
"ALDH9A1"	"Aldh9a1"
"FHL1"	"Fhl1"
"YIPF3"	"Yipf3"
"VMA21"	"Vma21"
"GTF2H2C"	"Gtf2h2"
"OAZ1"	"Oaz1"
"NT5C3B"	"Nt5c3b"
"GCA"	"Gca"
"ZNF131"	"Zfp131"
"MAN2A2"	"Man2a2"
"MAP2K2"	"Map2k2"
"TMCO1"	"Tmco1"
"TPGS1"	"Tpgs1"
"UCK2"	"Uck2"
"FKBP5"	"Fkbp5"
"DNMT3A"	"Dnmt3a"
"ULK1"	"Ulk1"
"DUSP7"	"Dusp7"
"PPCDC"	"Ppcdc"
"RNF5"	"Rnf5"
"TMEM208"	"Tmem208"
"C15orf39"	"1700017B05Rik"
"FN1"	"Fn1"
"LOX"	"Lox"
"ITGA5"	"Itga5"
"NIT1"	"Nit1"
"RBP4"	"Rbp4"
"GOLGA6C"	"Golga2"
"JDP2"	"Jdp2"
"BATF"	"Batf"
"GPANK1"	"Gpank1"
"IFT43"	"Ift43"
"CSNK2B"	"Csnk2b"
"TRIP10"	"Trip10"
"GOLGA6A"	"Golga2"
"CERS5"	"Cers5"
"TNFAIP1"	"Tnfaip1"
"NFIC"	"Nfic"
"MED24"	"Med24"
"AP2B1"	"Ap2b1"
"THRA"	"Thra"
"NR1D1"	"Nr1d1"
"PBX2"	"Pbx2"
"FLI1"	"Fli1"
"TAF15"	"Taf15"
"STK16"	"Stk16"
"RAPH1"	"Raph1"
"IPO9"	"Ipo9"
"VHLL"	"Vhl"
"GPSM3"	"Gpsm3"
"SMN2"	"Smn1"
"PHAX"	"Phax"
"RENBP"	"Renbp"
"ATP11C"	"Atp11c"
"MCM3"	"Mcm3"
"CD34"	"Cd34"
"PLEKHM1"	"Plekhm1"
"STARD4"	"Stard4"
"FZR1"	"Fzr1"
"FAM53C"	"Fam53c"
"ZFHX3"	"Zfhx3"
"UBE2A"	"Ube2a"
"UBE2Q2"	"Ube2q2"
"PRC1"	"Prc1"
"TIMM17A"	"Timm17a"
"SFT2D2"	"Sft2d2"
"C1orf21"	"1700025G04Rik"
"UBE2NL"	"Ube2n"
"XCL2"	"Xcl1"
"ZNF592"	"Zfp592"
"GDI1"	"Gdi1"
"XCL1"	"Xcl1"
"DPT"	"Dpt"
"MRPS10"	"Mrps10"
"RABIF"	"Rabif"
"BLZF1"	"Blzf1"
"FAM50A"	"Fam50a"
"UPF3B"	"Upf3b"
"LAGE3"	"Lage3"
"UBL4A"	"Ubl4a"
"IFI35"	"Ifi35"
"GTF3C3"	"Gtf3c3"
"STK26"	"Stk26"
"VAT1"	"Vat1"
"ETFA"	"Etfa"
"COL12A1"	"Col12a1"
"COL18A1"	"Col18a1"
"RFWD3"	"Rfwd3"
"LASP1"	"Lasp1"
"CRISPLD2"	"Crispld2"
"COX7A2"	"Cox7a2"
"G6PD"	"G6pdx"
"RALGPS2"	"Ralgps2"
"ANGPTL1"	"Angptl1"
"MREG"	"Mreg"
"KIAA0513"	"6430548M08Rik"
"DCAF7"	"Dcaf7"
"RASAL3"	"Rasal3"
"R3HDM4"	"R3hdm4"
"MPND"	"Mpnd"
"FAM20B"	"Fam20b"
"FMOD"	"Fmod"
"CASP8"	"Casp8"
"PRELP"	"Prelp"
"ATP2B4"	"Atp2b4"
"GINS2"	"Gins2"
"GSE1"	"Gse1"
"LNPEP"	"Lnpep"
"KIAA1191"	"4833439L19Rik"
"CLTB"	"Cltb"
"HIGD2A"	"Higd2a"
"FAF2"	"Faf2"
"HK3"	"Hk3"
"PRELID1"	"Prelid1"
"RAB24"	"Rab24"
"BCLAF1"	"Bclaf1"
"FTSJ3"	"Ftsj3"
"EPS15L1"	"Eps15l1"
"RNU2-14P"	"Gm23444"
"SNORD104"	"Snord104"
"SNORD49B"	"Snord49b"
"RNU2-37P"	"Gm23444"
"RNU2-63P"	"Gm23444"
"SCARNA2"	"Scarna2"
"SNORD55"	"Snord55"
"RNY3"	"Rny3"
"RNU1-42P"	"Rnu1a1"
"RNU1-42P"	"Gm22513"
"RNU1-42P"	"Gm22068"
"GID8"	"Gid8"
"KIAA2013"	"2510039O18Rik"
"CD151"	"Cd151"
"APEH"	"Apeh"
"CUL2"	"Cul2"
"AHR"	"Ahr"
"AC019117.4"	"Ahr"
"CTSO"	"Ctso"
"LACTB2"	"Lactb2"
"CSF1"	"Csf1"
"SAP30"	"Sap30"
"ASB13"	"Asb13"
"ALKBH2"	"Alkbh2"
"VASN"	"Vasn"
"RAB9A"	"Rab9"
"AHCYL1"	"Ahcyl1"
"NUDT6"	"Nudt6"
"RNASE3"	"Ear2"
"ZSWIM8"	"Zswim8"
"RNASE2"	"Ear2"
"GNPNAT1"	"Gnpnat1"
"EBP"	"Ebp"
"AF196969.1"	"Ebp"
"APAF1"	"Apaf1"
"MRPL16"	"Mrpl16"
"NAA35"	"Naa35"
"PEX5"	"Pex5"
"LMAN1"	"Lman1"
"PTPMT1"	"Ptpmt1"
"CDC123"	"Cdc123"
"KMT5B"	"Kmt5b"
"TACC3"	"Tacc3"
"C22orf39"	"2510002D24Rik"
"EHD1"	"Ehd1"
"ARRDC1"	"Arrdc1"
"ZDHHC18"	"Zdhhc18"
"DCTN2"	"Dctn2"
"IGFBP7"	"Igfbp7"
"RRN3"	"Rrn3"
"UNC119B"	"Unc119b"
"OSBPL2"	"Osbpl2"
"LMTK2"	"Lmtk2"
"ATP11A"	"Atp11a"
"PRMT7"	"Prmt7"
"TTC39B"	"Ttc39b"
"KIF23"	"Kif23"
"PALMD"	"Palmd"
"NRM"	"Nrm"
"SPECC1"	"Specc1"
"PTAFR"	"Ptafr"
"MAPKAP1"	"Mapkap1"
"MOGS"	"Mogs"
"SAC3D1"	"Sac3d1"
"BICD2"	"Bicd2"
"ADK"	"Adk"
"MADD"	"Madd"
"PI16"	"Pi16"
"TNNC2"	"Tnnc2"
"GART"	"Gart"
"CSF2RB"	"Csf2rb"
"CLDN4"	"Cldn4"
"FNDC3B"	"Fndc3b"
"CERS4"	"Cers4"
"OPTN"	"Optn"
"DRAM1"	"Dram1"
"PARL"	"Parl"
"ERCC6"	"Ercc6"
"ANXA3"	"Anxa3"
"AFTPH"	"Aftph"
"MRPL22"	"Mrpl22"
"ZNF771"	"Zfp771"
"ITPRIPL2"	"Itpripl2"
"PPAN"	"Ppan"
"PPAN-P2RY11"	"Ppan"
"NUP107"	"Nup107"
"P2RX4"	"P2rx4"
"ACTA1"	"Acta1"
"SMG9"	"Smg9"
"C1GALT1C1"	"C1galt1c1"
"AC018362.3"	"Lrrc57"
"LRRC57"	"Lrrc57"
"MTMR12"	"Mtmr12"
"MTX2"	"Mtx2"
"SASS6"	"Sass6"
"PLCB4"	"Plcb4"
"CEBPA"	"Cebpa"
"DUSP4"	"Dusp4"
"USP18"	"Usp18"
"FAM110A"	"Fam110a"
"ADAM8"	"Adam8"
"PLTP"	"Pltp"
"RRAS2"	"Rras2"
"ZNF740"	"Zfp740"
"ALAS1"	"Alas1"
"HAS2"	"Has2"
"CMPK2"	"Cmpk2"
"LGALS3BP"	"Lgals3bp"
"ACSS1"	"Acss1"
"RAMP3"	"Ramp3"
"FNDC1"	"Fndc1"
"INSIG2"	"Insig2"
"DDX60"	"Ddx60"
"CABIN1"	"Cabin1"
"PID1"	"Pid1"
"KRI1"	"Kri1"
"GSR"	"Gsr"
"GGA1"	"Gga1"
"SEC14L1"	"Sec14l1"
"SPARC"	"Sparc"
"EXT1"	"Ext1"
"PYHIN1"	"Ifi204"
"RNF11"	"Rnf11"
"MDN1"	"Mdn1"
"PPP2CB"	"Ppp2cb"
"TMEM165"	"Tmem165"
"FMNL3"	"Fmnl3"
"GCNT1"	"Gcnt1"
"CCNE1"	"Ccne1"
"TAF5"	"Taf5"
"IFI16"	"Ifi204"
"TRAF7"	"Traf7"
"PKD1"	"Pkd1"
"UBE2L6"	"Ube2l6"
"CLEC3B"	"Clec3b"
"EAF1"	"Eaf1"
"USP41"	"Usp18"
"MEMO1"	"Memo1"
"MRPS12"	"Mrps12"
"MANEA"	"Manea"
"PLEKHG2"	"Plekhg2"
"CUEDC2"	"Cuedc2"
"LIN9"	"Lin9"
"LSM2"	"Lsm2"
"HPCAL1"	"Hpcal1"
"MRPS23"	"Mrps23"
"CCDC25"	"Ccdc25"
"NPLOC4"	"Nploc4"
"COMP"	"Comp"
"PCBD2"	"Pcbd2"
"AVL9"	"Avl9"
"CPSF7"	"Cpsf7"
"RNF185"	"Rnf185"
"BGN"	"Bgn"
"DGAT2"	"Dgat2"
"UBE2Q1"	"Ube2q1"
"DSE"	"Dse"
"Z84488.2"	"Dse"
"BCL9L"	"Bcl9l"
"NFX1"	"Nfx1"
"ACE"	"Ace"
"KRT14"	"Krt14"
"CCRL2"	"Ccrl2"
"GPN3"	"Gpn3"
"CEP85L"	"Cep85l"
"SF3A2"	"Sf3a2"
"XPR1"	"Xpr1"
"CCL7"	"Ccl7"
"ACBD4"	"Acbd4"
"CTDSP1"	"Ctdsp1"
"SPR"	"Spr"
"FBXO4"	"Fbxo4"
"CSRP2"	"Csrp2"
"FURIN"	"Furin"
"USP37"	"Usp37"
"HYOU1"	"Hyou1"
"ECI2"	"Eci2"
"AP1S1"	"Ap1s1"
"SDHAF4"	"Sdhaf4"
"MYOF"	"Myof"
"UBE2G2"	"Ube2g2"
"UNC45A"	"Unc45a"
"CCDC47"	"Ccdc47"
"MAP3K5"	"Map3k5"
"RN7SKP246"	"Gm23973"
"RN7SKP118"	"Rn7sk"
"MT-CYB"	"mt-Cytb"
"TFIP11"	"Tfip11"
"B3GNT2"	"B3gnt2"
"CEP135"	"Cep135"
"HAUS6"	"Haus6"
"RBM4B"	"Rbm4b"
"IARS1"	"Iars"
"UBR5"	"Ubr5"
"COQ2"	"Coq2"
"MTHFD2"	"Mthfd2"
"SLC25A17"	"Slc25a17"
"USP6"	"Usp32"
"USP47"	"Usp47"
"PNP"	"Pnp"
"FLCN"	"Flcn"
"PUS1"	"Pus1"
"MALT1"	"Malt1"
"ECI1"	"Eci1"
"MYO9A"	"Myo9a"
"GFPT1"	"Gfpt1"
"EXOSC10"	"Exosc10"
"RSPRY1"	"Rspry1"
"SSBP1"	"Ssbp1"
"UFC1"	"Ufc1"
"ITGAV"	"Itgav"
"RAB30"	"Rab30"
"BCL11A"	"Bcl11a"
"SNCA"	"Snca"
"ATM"	"Atm"
"SLC7A1"	"Slc7a1"
"FAM168B"	"Fam168b"
"SKI"	"Ski"
"MPV17"	"Mpv17"
"EPSTI1"	"Epsti1"
"PAG1"	"Pag1"
"MID1IP1"	"Mid1ip1"
"DNAJB11"	"Dnajb11"
"NFYC"	"Nfyc"
"SETDB2"	"Setdb2"
"AC068631.3"	"Dnajb11"
"ERLEC1"	"Erlec1"
"ENDOG"	"Endog"
"UBFD1"	"Ubfd1"
"GIMAP8"	"Gimap8"
"GABBR1"	"Gabbr1"
"GBP6"	"Gbp9"
"AP4M1"	"Ap4m1"
"TK2"	"Tk2"
"EIF3J"	"Eif3j1"
"PAIP2B"	"Paip2b"
"RASA3"	"Rasa3"
"OXA1L"	"Oxa1l"
"MCU"	"Mcu"
"GIMAP1-GIMAP5"	"Gimap5"
"GIMAP5"	"Gimap5"
"PNRC2"	"Pnrc2"
"PLEKHB2"	"Plekhb2"
"RNF20"	"Rnf20"
"RNF122"	"Rnf122"
"THOC1"	"Thoc1"
"DDX3Y"	"Ddx3y"
"AL928654.3"	"Crip1"
"FAM98B"	"Fam98b"
"PPDPF"	"Ppdpf"
"FAM214A"	"Fam214a"
"SRSF10"	"Srsf10"
"IMMT"	"Immt"
"COBLL1"	"Cobll1"
"GTF3C2"	"Gtf3c2"
"CRIP1"	"Crip1"
"RABEP1"	"Rabep1"
"NSFL1C"	"Nsfl1c"
"F3"	"F3"
"CPSF1"	"Cpsf1"
"CAAP1"	"Caap1"
"TRPC4AP"	"Trpc4ap"
"TAOK1"	"Taok1"
"CIAPIN1"	"Ciapin1"
"PARP14"	"Parp14"
"CCDC107"	"Ccdc107"
"NFU1"	"Nfu1"
"ITPR3"	"Itpr3"
"RBM18"	"Rbm18"
"UNC119"	"Unc119"
"TSTA3"	"Tsta3"
"UTY"	"Uty"
"CSGALNACT2"	"Csgalnact2"
"USPL1"	"Uspl1"
"PAICS"	"Paics"
"TNFRSF13C"	"Tnfrsf13c"
"GLIPR1"	"Glipr1"
"KIAA0930"	"5031439G07Rik"
"RND1"	"Rnd1"
"NDUFS2"	"Ndufs2"
"EFHD2"	"Efhd2"
"DENND6A"	"Dennd6a"
"STAT2"	"Stat2"
"BCKDK"	"Bckdk"
"FAIM"	"Faim"
"OTUD7B"	"Otud7b"
"RBM38"	"Rbm38"
"RBM48"	"Rbm48"
"RIC8A"	"Ric8a"
"CKB"	"Ckb"
"LSM14B"	"Lsm14b"
"IMPA1"	"Impa1"
"FBRSL1"	"Fbrsl1"
"IGLL1"	"Iglc1"
"IGLL1"	"Iglc3"
"SMAD7"	"Smad7"
"YPEL3"	"Ypel3"
"TOMM22"	"Tomm22"
"RANGAP1"	"Rangap1"
"BAG5"	"Bag5"
"CDK6"	"Cdk6"
"MS4A3"	"Ms4a3"
"SFTPC"	"Sftpc"
"DNAJC2"	"Dnajc2"
"THAP7"	"Thap7"
"PEX13"	"Pex13"
"CYC1"	"Cyc1"
"AC021087.5"	"Sdha"
"HELZ2"	"Helz2"
"SDHA"	"Sdha"
"PI4K2A"	"Pi4k2a"
"PIGM"	"Pigm"
"AL355315.1"	"Pi4k2a"
"COA8"	"Apopt1"
"TYMS"	"Tyms"
"ACAD9"	"Acad9"
"TPI1"	"Tpi1"
"GMEB2"	"Gmeb2"
"IGSF8"	"Igsf8"
"PMPCB"	"Pmpcb"
"MSL3"	"Msl3"
"SMARCAD1"	"Smarcad1"
"WAS"	"Was"
"ZNF703"	"Zfp703"
"POGZ"	"Pogz"
"NAA30"	"Naa30"
"SLC12A6"	"Slc12a6"
"CTNNBL1"	"Ctnnbl1"
"IL10RB"	"Il10rb"
"DUSP11"	"Dusp11"
"MS4A6A"	"Ms4a6b"
"MRPS30"	"Mrps30"
"CHCHD10"	"Chchd10"
"NAA25"	"Naa25"
"IFITM1"	"Ifitm1"
"IFITM2"	"Ifitm1"
"GPAT4"	"Gpat4"
"IFITM3"	"Ifitm1"
"ANKRD37"	"Ankrd37"
"ADAM9"	"Adam9"
"AMMECR1L"	"Ammecr1l"
"SPN"	"Spn"
"CD3G"	"Cd3g"
"TSC22D3"	"Tsc22d3"
"IGFBP6"	"Igfbp6"
"AFG3L2"	"Afg3l2"
"EHMT1"	"Ehmt1"
"ACER3"	"Acer3"
"GUSB"	"Gusb"
"NCBP1"	"Ncbp1"
"USP4"	"Usp4"
"PDCL"	"Pdcl"
"R3HCC1L"	"R3hcc1l"
"FOSL1"	"Fosl1"
"GPN2"	"Gpn2"
"WDR37"	"Wdr37"
"MS4A6E"	"Ms4a6b"
"CLPX"	"Clpx"
"RPA1"	"Rpa1"
"ARHGAP9"	"Arhgap9"
"CERS2"	"Cers2"
"GLRX5"	"Glrx5"
"PYURF"	"Pyurf"
"NRBF2"	"Nrbf2"
"PIGX"	"Pigx"
"PEA15"	"Pea15a"
"CCDC117"	"Ccdc117"
"NRROS"	"Nrros"
"CEP19"	"Cep19"
"IFT46"	"Ift46"
"SOS1"	"Sos1"
"OSER1"	"Oser1"
"SLA"	"Sla"
"DDHD1"	"Ddhd1"
"HSCB"	"Hscb"
"VAMP5"	"Vamp5"
"ARFRP1"	"Arfrp1"
"HSPA4L"	"Hspa4l"
"AFF3"	"Aff3"
"DENND5B"	"Dennd5b"
"TECPR1"	"Tecpr1"
"TRAK1"	"Trak1"
"EXOC3"	"Exoc3"
"PYCARD"	"Pycard"
"PTGR1"	"Ptgr1"
"C12orf43"	"2210016L21Rik"
"UCHL3"	"Uchl4"
"NIFK"	"Nifk"
"OFD1"	"Ofd1"
"ADRM1"	"Gm9774"
"RTN4"	"Rtn4"
"TAPBPL"	"Tapbpl"
"RHOT1"	"Rhot1"
"UBR3"	"Ubr3"
"ZKSCAN1"	"Zkscan1"
"ACTR1B"	"Actr1b"
"PTGFRN"	"Ptgfrn"
"CWC22"	"Cwc22"
"PHB2"	"Phb2"
"APP"	"App"
"ZNF639"	"Zfp639"
"ETV3"	"Etv3"
"PFKP"	"Pfkp"
"NAF1"	"Naf1"
"SCYL1"	"Scyl1"
"ASPN"	"Aspn"
"USP7"	"Usp7"
"ETFDH"	"Etfdh"
"GANAB"	"Ganab"
"PHF2"	"Phf2"
"NCF4"	"Ncf4"
"CDK5"	"Cdk5"
"WDFY4"	"Wdfy4"
"RPL3"	"Rpl3"
"CDR2"	"Cdr2"
"AHSA1"	"Ahsa1"
"ACTL6A"	"Actl6a"
"C6orf89"	"BC004004"
"SESN2"	"Sesn2"
"POU2AF1"	"Pou2af1"
"HSD17B12"	"Hsd17b12"
"BAG3"	"Bag3"
"PPIA"	"Gm12728"
"DNTTIP1"	"Dnttip1"
"NUMB"	"Numb"
"WASHC2C"	"Washc2"
"BMT2"	"Bmt2"
"SH2D3C"	"Sh2d3c"
"GABPB2"	"Gabpb2"
"INPP5F"	"Inpp5f"
"TIA1"	"Tia1"
"CHFR"	"Chfr"
"THAP11"	"Thap11"
"MOB1A"	"Mob1a"
"CHPT1"	"Chpt1"
"USP3"	"Usp3"
"MCMBP"	"Mcmbp"
"UBA5"	"Uba5"
"RICTOR"	"Rictor"
"SEC23IP"	"Sec23ip"
"KLHL6"	"Klhl6"
"FGD3"	"Fgd3"
"NEDD4"	"Nedd4"
"CNOT11"	"Cnot11"
"RHOH"	"Rhoh"
"SERPINI1"	"Serpini1"
"MOSPD2"	"Mospd2"
"HMGXB4"	"Hmgxb4"
"LEF1"	"Lef1"
"OSBPL11"	"Osbpl11"
"RIOK1"	"Riok1"
"BIN2"	"Bin2"
"RNF214"	"Rnf214"
"ERGIC3"	"Ergic3"
"CAMK1D"	"Camk1d"
"AMD1"	"Amd1"
"OGFR"	"Ogfr"
"BLOC1S4"	"Bloc1s4"
"DHCR7"	"Dhcr7"
"RDH11"	"Rdh11"
"AL049779.1"	"Rdh11"
"CHD9"	"Chd9"
"CCNC"	"Ccnc"
"MAFK"	"Mafk"
"TIMM23"	"Timm23"
"LAMP2"	"Lamp2"
"GALNT6"	"Galnt6"
"CRY1"	"Cry1"
"EIF3M"	"Eif3m"
"ZNF654"	"Zfp654"
"UBR4"	"Ubr4"
"TIMM17B"	"Timm17b"
"TXLNA"	"Txlna"
"TNRC18"	"Tnrc18"
"ACD"	"Acd"
"COL1A2"	"Col1a2"
"AIDA"	"Aida"
"WASHC3"	"Washc3"
"NFKBIL1"	"Nfkbil1"
"N6AMT1"	"N6amt1"
"ADPRS"	"Adprhl2"
"REXO4"	"Rexo4"
"AC010323.1"	"Ndufa7"
"MAP2K4"	"Map2k4"
"NDUFA7"	"Ndufa7"
"XRCC1"	"Xrcc1"
"GPKOW"	"Gpkow"
"TMEM40"	"Tmem40"
"PIP5K1A"	"Pip5k1a"
"ITGAL"	"Itgal"
"MAPK7"	"Mapk7"
"KCNN4"	"Kcnn4"
"AC078927.1"	"Tmbim4"
"TMBIM4"	"Tmbim4"
"EEF1E1"	"Eef1e1"
"EEF1E1-BLOC1S5"	"Eef1e1"
"AGPAT4"	"Agpat4"
"TMEM108"	"Tmem108"
"KMT2B"	"Kmt2b"
"HMMR"	"Hmmr"
"CCNA2"	"Ccna2"
"P2RY10"	"P2ry10"
"SCAPER"	"Scaper"
"PSEN2"	"Psen2"
"CLEC7A"	"Clec7a"
"DUSP5"	"Dusp5"
"AHCYL2"	"Ahcyl2"
"VRK1"	"Vrk1"
"TNRC6C"	"Tnrc6c"
"LIN37"	"Lin37"
"PECAM1"	"Pecam1"
"MILR1"	"Milr1"
"BCL3"	"Bcl3"
"RAC2"	"Rac2"
"CNIH1"	"Cnih1"
"PCYT2"	"Pcyt2"
"NONO"	"Nono"
"RAB28"	"Rab28"
"MYLIP"	"Mylip"
"LUM"	"Lum"
"APOC1"	"Apoc1"
"DEXI"	"Dexi"
"CIITA"	"Ciita"
"CLPTM1"	"Clptm1"
"COQ10B"	"Coq10b"
"THUMPD1"	"Thumpd1"
"SNX30"	"Snx30"
"MPHOSPH8"	"Mphosph8"
"CASP1"	"Casp1"
"EIF2AK3"	"Eif2ak3"
"VPS52"	"Vps52"
"CLASRP"	"Clasrp"
"CTNNA1"	"Ctnna1"
"WASHC2A"	"Washc2"
"ETV6"	"Etv6"
"MBIP"	"Mbip"
"DNLZ"	"Dnlz"
"TRAPPC6A"	"Trappc6a"
"SRXN1"	"Srxn1"
"CYTH4"	"Cyth4"
"SDHAF1"	"Sdhaf1"
"RAB12"	"Rab12"
"EIF2AK1"	"Eif2ak1"
"GGCT"	"Ggct"
"ANKRD54"	"Ankrd54"
"AC005154.5"	"Ggct"
"ALKBH6"	"Alkbh6"
"EIF3L"	"Eif3l"
"CDC42BPA"	"Cdc42bpa"
"ERCC1"	"Ercc1"
"HOOK3"	"Hook3"
"TOP3B"	"Top3b"
"CPSF3"	"Cpsf3"
"SUGT1"	"Sugt1"
"NRF1"	"Nrf1"
"DNASE2"	"Dnase2a"
"MAST4"	"Mast4"
"ORC3"	"Orc3"
"ARHGAP18"	"Arhgap18"
"SLC2A1"	"Slc2a1"
"APEX1"	"Apex1"
"CAT"	"Cat"
"ANAPC10"	"Anapc10"
"TTC9C"	"Ttc9c"
"ZCCHC2"	"Zcchc2"
"STAT6"	"Stat6"
"TAPT1"	"Tapt1"
"ADD1"	"Add1"
"MYO1F"	"Myo1f"
"HEXB"	"Hexb"
"SLC31A1"	"Slc31a1"
"RPS19BP1"	"Rps19bp1"
"PI4KB"	"Pi4kb"
"AC119674.2"	"Plpp3"
"PLPP3"	"Plpp3"
"AC098588.2"	"Anapc10"
"LFNG"	"Lfng"
"SP4"	"Sp4"
"BCL11B"	"Bcl11b"
"EBNA1BP2"	"Ebna1bp2"
"RSAD2"	"Rsad2"
"NDUFAF3"	"Ndufaf3"
"GFER"	"Gfer"
"MTIF2"	"Mtif2"
"PDXK"	"Pdxk"
"FAM92A"	"Fam92a"
"HARS1"	"Hars"
"AC007326.4"	"Dgcr6"
"DGCR6"	"Dgcr6"
"PUM1"	"Pum1"
"ARL8B"	"Arl8b"
"RNGTT"	"Rngtt"
"DYNLT1"	"Dynlt1f"
"DALRD3"	"Dalrd3"
"QDPR"	"Qdpr"
"PKIB"	"Pkib"
"NSF"	"Nsf"
"AFDN"	"Afdn"
"CCDC88C"	"Ccdc88c"
"AGFG1"	"Agfg1"
"ZYG11B"	"Zyg11b"
"SPHK1"	"Sphk1"
"TAGAP"	"Tagap"
"TES"	"Tes"
"DHX30"	"Dhx30"
"ATE1"	"Ate1"
"CNOT6"	"Cnot6"
"WDR82"	"Wdr82"
"CASP6"	"Casp6"
"KAT7"	"Kat7"
"NCKAP1L"	"Nckap1l"
"CTDP1"	"Ctdp1"
"PIM2"	"Pim2"
